1983,The Girl with Red Hair,39001
1983,Rock and Rule,30379
1984,Beverly Hills Cop,234760478
1984,Ghostbusters,229242989
1984,Indiana Jones and the Temple of Doom,179870271
1984,Gremlins,148168459
1984,The Karate Kid,90815558
1984,Police Academy,81198894
1984,Footloose,80035402
1984,Romancing the Stone,76572238
1984,Star Trek III: The Search for Spock,76471046
1984,Splash,69821334
1984,Purple Rain,68392977
1984,Amadeus,51564280
1984,Tightrope,48143579
1984,The Natural,47951979
1984,Greystoke: The Legend of Tarzan,45858563
1984,Revenge of the Nerds,40874452
1984,2010,40400657
1984,Breakin',38682707
1984,Bachelor Party,38435947
1984,Red Dawn (1984),38376497
1984,The Terminator,38371200
1984,City Heat,38348988
1984,All of Me,36403064
1984,Places in the Heart,34901614
1984,The Killing Fields,34700291
1984,Friday the 13th: Final Chapter,32980880
1984,Conan the Destroyer,31042035
1984,Dune,30925690
1984,The Gods Must Be Crazy,30031783
1984,Starman,28744356
1984,The Last Starfighter,28733290
1984,Cannonball Run II,28078073
1984,Teachers,27774237
1984,A Passage to India,27187653
1984,Pinocchio (Re-issue) (1984),26414038
1984,Protocol,26186631
1984,Micki and Maude,26080861
1984,The Cotton Club,25928721
1984,The Muppets Take Manhattan,25534703
1984,A Nightmare on Elm Street,25504513
1984,The Woman in Red,25308147
1984,Moscow on the Hudson,25068724
1984,The Flamingo Kid,23859382
1984,Sixteen Candles,23686027
1984,The Jungle Book (re-issue) (1984),23456945
1984,Missing in Action,22812411
1984,A Soldier's Story,21821347
1984,Against All Odds,21689062
1984,"Oh, God! You Devil!",21538850
1984,Rhinestone,21435321
1984,Weekend Pass,21058033
1984,Top Secret!,20458340
1984,Hot Dog... The Movie,20307325
1984,The Neverending Story,20158808
1984,Unfaithfully Yours (1984),19928200
1984,Best Defense,19265302
1984,Blame It on Rio,18644570
1984,Lassiter,17513452
1984,Angel,17488564
1984,Johnny Dangerously,17124395
1984,Firestarter,17080167
1984,Beat Street,16595791
1984,Breakin' 2: Electric Boogaloo,15101131
1984,Children of the Corn,14568989
1984,Night of the Comet,14418922
1984,Supergirl,14296438
1984,Ice Pirates,14255801
1984,The Evil That Men Do,13102025
1984,Irreconcilable Differences,12414210
1984,Dreamscape,12145169
1984,Up the Creek,11708269
1984,The River,11489982
1984,Tank,11302884
1984,Falling in Love,11129057
1984,Hard to Hold,11113806
1984,The Wild Life,11020375
1984,Broadway Danny Rose,10600497
1984,Where the Boys Are (1984),10530000
1984,Thief of Hearts,10435015
1984,Terror in the Aisles,10004817
1984,Cloak and Dagger,9719952
1984,Country,9640000
1984,Bolero,8914881
1984,Body Double,8801940
1984,Oxford Blues,8793152
1984,The Bounty,8613462
1984,1984,8430492
1984,Reckless,8289916
1984,The Philadelphia Experiment,8103330
1984,Streets of Fire,8089290
1984,Just the Way You Are,7889694
1984,The Little Drummer Girl,7828841
1984,Ninja 3: The Domination,7610785
1984,Iceman,7343032
1984,Hardbodies,7121719
1984,Alphabet City,7035585
1984,The Pope of Greenwich Village,6836201
1984,Runaway,6770587
1984,Swing Shift,6650206
1984,The Razor's Edge,6551987
1984,The Adventures of Buckaroo Banzai,6254148
1984,Firstborn,6250994
1984,Racing with the Moon,6045647
1984,Sheena,5778353
1984,The Lonely Guy,5718573
1984,Meatballs II,5410972
1984,Once Upon a Time in America,5321508
1984,Love Letters (1984),5269990
1984,The Hotel New Hampshire,5142858
1984,American Dreamer,5021751
1984,No Small Affair,4994094
1984,Stop Making Sense,4949438
1984,Harry and Son,4864980
1984,"Grandview, USA",4743119
1984,C.H.U.D.,4654423
1984,Making the Grade,4561346
1984,This Is Spinal Tap,4491645
1984,Joy of Sex,4463841
1984,Mrs. Soffel,4385312
1984,Until September,4239154
1984,Pete's Dragon (Re-issue),4100000
1984,Entre Nous,3974975
1984,Flashpoint (1984),3854833
1984,Cheech and Chong's Corsican Bros.,3772785
1984,Exterminator II,3739406
1984,The Brother From Another Planet,3677209
1984,"Careful, He Might Hear You",2938179
1984,Crimes of Passion,2912945
1984,The Warrior and the Sorceress,2886225
1984,Phar Lap,2878404
1984,Impulse,2773433
1984,The Bear (1984),2687148
1984,Under the Volcano,2556800
1984,"Silent Night, Deadly Night",2491460
1984,Choose Me,2490233
1984,Stranger Than Paradise,2436000
1984,A Sunday in the Country,2411143
1984,Electric Dreams,2193612
1984,"Paris, Texas",2181987
1984,Purple Hearts,2075282
1984,Mass Appeal,1945658
1984,The Buddy System,1820049
1984,Body Rock,1689501
1984,Misunderstood,1525532
1984,Garbo Talks,1493782
1984,Finders Keepers,1467396
1984,Birdy,1455045
1984,Escape 2000,1414828
1984,Sahara (1984),1402962
1984,Give My Regards to Broad St.,1393501
1984,Gabriela (1984),1318839
1984,A Christmas Story (Re-issue),1311065
1984,The River Rat,1142944
1984,Mike's Murder,1059966
1984,Comfort and Joy,1057368
1984,The Bostonians,1009700
1984,The Power,929162
1984,Songwriter,865915
1984,Scandalous,526805
1984,Windy City,343890
1984,The Stone Boy,261033
1984,Champions,200498
1984,Razorback,150140
1984,Heartbreakers (1984),148750
1984,Crackers,129268
1984,Repo Man,129000
1984,Eureka,123572
1984,Slayground,108128
1985,Back to the Future,210609762
1985,Rambo: First Blood Part II,150415432
1985,Rocky IV,127873716
1985,The Color Purple,94175854
1985,Out of Africa,87071205
1985,Cocoon,76113124
1985,The Jewel of the Nile,75973200
1985,Witness,68706993
1985,The Goonies,61389680
1985,Spies Like Us,60088980
1985,Police Academy 2: Their First Assignment,55600000
1985,Fletch,50612888
1985,A View to a Kill,50327960
1985,European Vacation,49364621
1985,Mask,48230162
1985,The Breakfast Club,45875171
1985,White Nights,42160849
1985,Pale Rider,41410568
1985,Pee-Wee's Big Adventure,40940662
1985,Brewster's Millions,40833132
1985,E.T.: The Extra-Terrestrial (Re-issue),40607502
1985,Jagged Edge,40491165
1985,St. Elmo's Fire,37803872
1985,Mad Max Beyond Thunderdome,36230219
1985,Commando,35100000
1985,Teen Wolf,33086611
1985,101 Dalmatians (Re-issue) (1985),33049729
1985,Silverado,32192570
1985,Murphy's Romance,30867525
1985,A Nightmare on Elm Street 2: Freddy's Revenge,29999213
1985,Desperately Seeking Susan,27398584
1985,Prizzi's Honor,26657534
1985,The Last Dragon,25754284
1985,Agnes of God,25627836
1985,Fright Night,24922237
1985,Summer Rental,24689703
1985,The Emerald Forest,24468550
1985,Weird Science,23834048
1985,Santa Claus: The Movie,23717291
1985,The Care Bears Movie ,22934622
1985,Friday the 13th - Part V,21930418
1985,The Black Cauldron,21288692
1985,Porky's Revenge (Part III),20518905
1985,Code of Silence,20345361
1985,Volunteers,19875740
1985,Young Sherlock Holmes,19739575
1985,Year of the Dragon,18707466
1985,Ladyhawke,18432000
1985,The Sure Thing,18135531
1985,Invasion U.S.A.,17536256
1985,To Live and Die in L.A.,17307019
1985,The Falcon and the Snowman,17130087
1985,Kiss of the Spider Woman,17005229
1985,Death Wish 3,16116878
1985,King Solomon's Mines,15057465
1985,Baby: Secret of the Lost Legend,14972297
1985,Clue,14643997
1985,Remo Williams: The Adventure Begins,14393902
1985,Return of the Living Dead,14237880
1985,A Chorus Line,14202899
1985,Tomboy,14100000
1985,Follow That Bird (Sesame St.),13961370
1985,One Magic Christmas,13677222
1985,Cat's Eye,13086298
1985,Vision Quest,12993175
1985,Real Genius,12952019
1985,Perfect,12918858
1985,Compromising Positions,12531831
1985,Silver Bullet,12361866
1985,Enemy Mine,12303411
1985,Lifeforce,11603545
1985,Just One of the Guys,11528900
1985,Return of the Jedi (Re-issue),11252123
1985,Return to Oz,11137801
1985,Krush Groove,11052713
1985,Gotcha!,10806919
1985,Missing in Action II: The Beginning,10755447
1985,The Purple Rose of Cairo,10631333
1985,Moving Violations,10627754
1985,After Hours,10609321
1985,American Ninja,10499694
1985,Better Off Dead,10297601
1985,Lost in America,10179000
1985,Once Bitten,10000000
1985,Brazil,9929135
1985,Explorers,9873044
1985,The Journey of Natty Gann,9708373
1985,Ghostbusters (Re-issue),9389135
1985,Tuff Turf,9369329
1985,Sweet Dreams,9085049
1985,Target,9023199
1985,Mischief,8692426
1985,The Man with One Red Shoe,8645411
1985,That Was Then... This Is Now,8630068
1985,Secret Admirer,8622757
1985,Stick,8489518
1985,Twice in a Lifetime,8402424
1985,Fantasia (Re-issue) (1985),8194726
1985,D.A.R.Y.L.,7840873
1985,Runaway Train,7683620
1985,He-Man and She-Ra in The Secret of the Sword,7660857
1985,Into the Night,7562164
1985,The Trip to Bountiful,7491903
1985,Transylvania 6-5000,7196872
1985,Red Sonja,6948633
1985,Here Come the Littles,6565359
1985,Girls Just Want to Have Fun,6326051
1985,Plenty,6148000
1985,Rustler's Rhapsody,6090497
1985,Heaven Help Us,6070794
1985,Gymkata,5730596
1985,Avenging Angel,5622787
1985,Creator,5349607
1985,King David,5111099
1985,Day of the Dead,5000000
1985,Gremlins (Re-issue),4914643
1985,Rainbow Brite and the Star Stealer,4889971
1985,The Company of Wolves,4389334
1985,The Mean Season,4349446
1985,That's Dancing!,4210938
1985,My Science Project,4122748
1985,Godzilla 1985,4116395
1985,The Heavenly Kid,3852271
1985,Ran,3607393
1985,Turk 182,3594997
1985,The Bride,3558669
1985,Starchaser: The Legend of Orin,3360800
1985,Fraternity Vacation,3333306
1985,The Legend of Billie Jean,3099497
1985,Rappin',2864844
1985,Fast Forward,2791350
1985,Hot Moves,2732684
1985,Bad Medicine,2685453
1985,Maxie,2564278
1985,A Private Function,2527088
1985,Marie,2507995
1985,Dance with a Stranger,2174622
1985,Blood Simple,2150000
1985,The Quiet Earth,2123135
1985,Re-Animator,2023414
1985,Warning Sign,1918117
1985,Bring On the Night,1890571
1985,The Slugger's Wife,1878561
1985,Heavenly Bodies,1839623
1985,American Flyers,1420355
1985,Certain Fury,1381091
1985,The Perils of Gwendolyn in the Land of Yik Yak,1337274
1985,The Aviator (1985),1304192
1985,Wetherby,1299985
1985,Dreamchild,1215923
1985,Def-Con 4,1057064
1985,The Protector (1985),981817
1985,The Hit,876775
1985,Fool for Love,836156
1985,Lust in the Dust,727639
1985,Pumping Iron 2: The Women,628050
1985,Fever Pitch (1985),618847
1985,Code Name: Emerald,561548
1985,Joshua: Then and Now,542420
1985,Morons from Outer Space,441137
1985,Mishima: A Life in Four Chapters,437547
1985,The Holcroft Covenant,393825
1985,Subway,390659
1985,Sylvester,385687
1985,Movers and Shakers,372438
1985,Revolution,358574
1985,Private Resort,331816
1985,Eleni,305102
1985,The New Kids,199108
1985,The Bay Boy,162364
1985,The Doctor and the Devils,147070
1985,Petit Con,127426
1985,Almost You,95000
1985,Fandango,91666
1985,Wild Geese II,69342
1985,The Official Story,29426
1985,Trouble in Mind,19632
1985,Smooth Talk,16785
1985,When Father Was Away on Business,16131
1985,Colonel Redl,2357
1986,Top Gun,176786701
1986,Crocodile Dundee,174803506
1986,Platoon,138530565
1986,The Karate Kid Part II,115103979
1986,Star Trek IV: The Voyage Home,109713132
1986,Back to School,91258000
1986,Aliens,85160248
1986,The Golden Child,79817937
1986,Ruthless People,71624879
1986,Ferris Bueller's Day Off,70136369
1986,Down and Out in Beverly Hills,62134225
1986,The Color of Money,52293982
1986,Stand by Me,52287414
1986,Legal Eagles,49851591
1986,Cobra,49042224
1986,An American Tail,47483002
1986,Police Academy 3: Back in Training,43579163
1986,Heartbreak Ridge,42724017
1986,Peggy Sue Got Married,41382841
